pop|ticker|date|verdict|operator_words|arm|na|rating_1|rating_2|rating_3|modal|stable|garbage3|reason_1|reason_2|reason_3
REAL_EP|UMC|2026-04-17|REAL_EP||books|F|ok|ok|ok|ok|T|F|The weekly breakout from a multi-year base is real and the dip under the 50-day was quickly reclaimed on volume, but the gap goes straight up the right side into the overhead supply left by the blow-off top near 11–12.6.|The stock is in a stage-2 uptrend out of a multi-year range and quickly reclaimed its 50-day, but the right side came straight up off an undercut low after a loose 30%+ pullback, and the gap lands right in the overhead supply left by the prior climax spike near 11–12.5.|The multi-year base breakout and the pullback that held near the 200-day on lighter volume are constructive, but it is ripping straight back off the low into the climax-reversal zone around 11–12.5, so overhead supply is right there.
REAL_EP|STRL|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|The long-term uptrend is strong, but the gap only lifts price back into the middle of a choppy, wide-wicked 400–440 range after a flush below the 50-day, so it is not a clean breakout and sits well under the 475 high.|Strong multi-year uptrend with rising MAs, but the gap only takes it from the 50-day back into the middle of a sloppy, whippy top range around 410-420, well below the 475 highs, so it's a recovery gap rather than a breakout.|The weekly uptrend is strong and the gap reclaims the 50-day after yesterday's shakeout, but it lands mid-range in a sloppy, wide 400-475 chop with overhead supply still above.
REAL_EP|STRL|2026-04-08|REAL_EP||books|F|ok|ok|ok|ok|T|F|The primary uptrend is strong and the gap reclaims the 50-day right after a shakeout under it, but the range is wide and loose and late-stage, with overhead supply from 425 to 475 just above.|The long-term trend is intact and the gap quickly reclaims the 50-day after a shakeout, but it's a late-stage, wide-and-loose topping range with heavy overhead supply from 425 to 475, so it's tradeable only with a tight stop.|The long-term uptrend is intact and the gap quickly reclaims a fresh break of the 50-day, but it lands in the middle of a wide, loose range with lower highs and overhead supply up to 475, so there's no clean breakout here.
REAL_EP|MRVL|2026-03-31|REAL_EP||plain|F|ok|ok|ok|ok|T|F|Uptrend is intact above rising MAs after a big-volume breakout from the base, but yesterday's sharp reversal off 100 and heavy overhead supply in the 95-100 zone make the gap to about 96 a buy straight into resistance.|Stock is working higher above rising MAs after a big-volume breakout from the 80 base, but it's a choppy, whippy name, and the gap lands at 96 right into heavy overhead supply from the 97-102 highs after a sharp reversal off 100.|The trend has turned up, with the MAs rising and a strong-volume breakout off the 79 base, but the action is loose and choppy and the gap lands right under heavy 96-102 resistance a day after a big reversal candle.
REAL_EP|MRVL|2026-03-31|REAL_EP||books|F|ok|bad|ok|ok|F|F|The MAs are stacked and a big-volume thrust has come off the 200-day, but the eight-month range is wide and loose, yesterday was a sharp reversal, and the gap opens right into the 95–102 range-top supply, so it needs to clear those highs.|Wide, choppy range with a failed gap to 102 and yesterday's sharp reversal off 100, so this gap opens right under heavy overhead supply instead of breaking out of a tight base.|The stock just reclaimed all its rising averages on a big-volume push, but the action is wide and loose, and yesterday's hard reversal plus the gap into the 96-102 supply zone below the old highs make this a tradeable but crowded spot.
REAL_EP|ASX|2026-04-08|REAL_EP||plain|F|good|ok|good|good|F|F|Strong uptrend from a long base, now a tight multi-week consolidation riding the rising 50-day after a 2.5x run, and the gap to 24 takes it right back to the highs out of that flag, though it's extended well above the 200-day and still has to clear the 25 peak.|Strong uptrend with a tight, orderly flag on the rising 50-day, but the gap opens right under the 25 high after a 150% run, so there is overhead supply and the move is getting late.|A powerful uptrend from 10 to 25 with a tight, orderly pullback that held the rising 50-day, and today's gap lifts it out of that base back near the highs, though it opens just under the ~25 peak, so there is overhead supply right above.
REAL_EP|ASX|2026-04-08|REAL_EP||books|F|ok|ok|ok|ok|T|F|A strong uptrend with a tight, quiet 5-6 week flag holding the rising 50-day, but the stock is already up about 150% and far above its 40-week line, and the gap opens right into the 24-25 supply from the recent reversal top, short of a clean new high.|A strong leader that tightened sideways on its 50-day with drying volume is a sound setup, but the gap lands just under the ~25 high after a 150% run, so it opens right into overhead supply late in the move.|A strong leader with a tight, quiet 5-week flag holding the rising 50-day and the averages converging underneath is constructive, but it is well extended from the 40-week after a 150% run and gaps straight into the 24–25 supply just under the old high.
REAL_EP|SNDK|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|The gap takes it to fresh all-time highs out of a two-month consolidation that held the 50-day, but this is a late-stage, roughly 15x run with a loose, whippy base and price far above the 200-day, so the risk of a blow-off is high.|The stock is gapping to new all-time highs out of a base that held the 50-day, but after a roughly 15x run the base is wide and sloppy and the stock is very extended from its long-term averages, so this is a late-stage move with big risk of a sharp reversal.|A monster leader gapping to fresh highs out of a three-month range, but after a roughly 15x run the base is wide and sloppy with big swings, so this is late-stage and risky.
REAL_EP|SNDK|2026-04-08|REAL_EP||books|F|ok|ok|ok|ok|T|F|A true monster leader gapping to new highs after holding its 50-day and reclaiming the 10 and 20, but it is up more than tenfold, the recent base is wide and loose, and it sits far above the 200-day, so this is a late-stage, failure-prone buy best taken small.|The trend is intact: it held the 50-day on the last shakeout and is gapping to new highs out of a 3-month range, but after a roughly 14x run the base is wide and loose and this is a late-stage breakout, so failure risk is high and size should be small.|A monster leader gapping to new highs out of a 3-month consolidation held above a rising 50-day, but the base is wide and loose, the stock is up roughly 15x and far above its 200-day, so this is a late-stage breakout with climax risk.
REAL_EP|SNOW|2026-05-07|REAL_EP||plain|F|bad|bad|bad|bad|T|F|This is a gap within a steep downtrend: price is far below a falling 50 and 200-day, and the gap only reaches the declining 50-day with overhead supply stacked at 155–180, so it looks like a bounce, not a pivot.|Deep stage-4 downtrend with all moving averages falling and price well below the 50 and 200-day, so this gap is only a bounce into overhead supply near the 50-day, not a breakout from a sound base.|Stock is in a clear downtrend below a falling 50 and 200-day, and the gap only takes it back up to the declining 50-day and prior breakdown area, so it's a bounce into overhead supply, not a base breakout.
REAL_EP|SNOW|2026-05-07|REAL_EP||books|F|bad|bad|bad|bad|T|F|Stage-4 downtrend from 280 to 140 with every average falling and price under the 50 and 200-day; the gap to ~153 only runs into overhead supply below a declining 50-day, which makes it a bounce in a broken stock rather than a leader breaking out.|This is a stage-4 downtrend. Price has fallen from 280 to about 140, below a falling 50-day and 200-day, with heavy selling volume. Today's gap only reaches around 153, still under the declining 50-day near 157 and into overhead supply, so it is a bounce in a broken stock, not a pivot out of a sound base.|This is a stage-4 downtrend: price fell from about 280 to 140, sits below a falling 50-day and 200-day, and heavy selling volume came on the way down. The gap to about 154 only reaches the underside of the declining 50-day, where overhead supply is waiting, so it is not a leader breaking out of a base.
REAL_EP|ALGM|2026-04-08|REAL_EP||plain|F|ok|bad|ok|ok|F|F|Stock had a big run to ~43 then gave back most of it, but it is now holding the 200-day and the 20-day, and a gap to ~36.4 reclaims the 50-day; the reservation is that it gaps straight into the overhead supply from the recent failed top.|The gap lands straight into overhead supply under a flat 50-day after a steep failed run and deep pullback; the base is sloppy, not a tight setup, and the weekly shows years of chop with no clean uptrend.|Stock ran to 43, gave back most of it, and just held the 200-day on a shakeout, so the gap to about 36.4 retakes the 50-day and has real juice, but it runs straight into overhead supply from the recent 37-43 top.
REAL_EP|ALGM|2026-04-08|REAL_EP||books|F|bad|bad|bad|bad|T|F|The last run round-tripped almost all the way back to the 200-day on heavy selling, and today's gap only reclaims the 50-day into a thick 37–43 supply zone, inside a choppy multi-year range with no proper base.|A failed run that round-tripped through its 21- and 50-day on heavy volume; the gap only just gets back over a flat 50-day, right into the overhead supply of the breakdown, with no tight base underneath.|It's a round trip. The climax run to 43 broke the 20- and 50-day on volume and gave back most of the move, and the gap only reclaims the flat 50-day to land right under the 37–43 supply. The weekly is still a choppy multi-year range, not a proper base.
REAL_EP|NBIS|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|Constructive uptrend and a higher low inside a big base with all averages rising, but the gap lands right at the recent 130 failure zone with heavy overhead supply up to the 140 highs, and it comes after a sharp two-day run off the pullback.|The stock is building a big base above rising 50- and 200-day lines after a huge run, but the gap lands right at the recent failed high near 130 with heavy supply up to 140 and a choppy, loose structure.|Healthy uptrend with rising 50 and 200-day lines after a pullback, but the gap to ~127 lands right into last month's failed spike high and just under the 135-140 top, so overhead supply is a real reservation.
REAL_EP|NBIS|2026-04-08|REAL_EP||books|F|ok|ok|ok|ok|T|F|The stock is back above a rising 50- and 200-day after a long rebuild, and it has reclaimed last month's failed gap quickly, but the base is deep and loose (roughly 45%) and it is gapping straight into the 130–140 supply from the old top, so there is little room before overhead resistance.|The stock is holding above a rising 50- and 200-day with higher lows off the 75 low, but the base is wide and loose, the last gap to 130 failed hard, and it gaps straight into supply between 130 and 140.|The long-term uptrend is intact above a rising 200-day and 40-week, and the stock is on a second try at the highs out of a months-long base, but the base is deep and loose, and the gap lands right under the recent failed gap near 132 with supply up to 140.
REAL_EP|AMKR|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|The weekly uptrend is strong and the stock is holding above a rising 200-day, but the three-month base is loose and choppy with heavy selling near the highs, and the gap lands just under 55-57 supply.|The big prior uptrend and strong weekly trend are in its favor, but the three-month base is loose and choppy with heavy selling at the top, and the gap lands right under the 55-57 highs instead of clearing them.|Strong uptrend with price holding above a rising 200-day, but the three-month base is loose and choppy with heavy selling near the top, and the gap lands right under the 55-57 supply from the prior highs.
REAL_EP|AMKR|2026-04-08|REAL_EP||books|F|bad|bad|ok|bad|F|F|After a big run, the base is wide and loose with heavy red volume near the top and chop around a flattening 50-day, and the gap lands right in the 50–57 supply zone instead of clearing the highs.|After a big run, the stock has spent three months in a wide, loose, choppy range with heavy red volume near the highs, and the gap to about 52 lands right in the 52–57 overhead supply rather than clearing it.|A strong stage-2 leader is basing above rising 50/200-day lines, but the 10-week range is wide and loose with heavy red volume near the top, and the gap to about 52 opens right under 55-57 supply.
REAL_EP|AEHR|2026-03-31|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The weekly uptrend is intact, but the daily chart shows a loose, wicky top near 45 that bled a third of its value back through the 50-day. The gap only lifts it to the 50-day, still under falling 10- and 20-day lines with overhead supply from 35 to 40, so there's no sound base to buy out of.|The gap only gets it back to the 50-day after a sharp breakdown from a sloppy, climactic top, so it opens under falling 10- and 20-day lines with heavy supply overhead at 35-42 rather than breaking out of a tight base.|The gap only gets it back to a rolling-over 50-day after a sharp slide off the 45 blow-off top, with the 10 and 20-day still falling overhead and heavy supply from 35 to 45, so this is a bounce inside a broken pullback rather than a breakout from a sound base.
REAL_EP|AEHR|2026-03-31|REAL_EP||books|F|bad|bad|bad|bad|T|F|After a wide, loose, wicky top near 45, the stock just broke its 50-day, and the gap only takes it back to that line, under falling 10- and 20-day averages with heavy overhead supply, so it is a gap into resistance rather than out of a sound base.|The gap only gets it back to the 50-day after a wide, loose, wicky top that just broke both short averages, so it opens under falling 10/20-day lines and 35–40 supply rather than from a tight base.|After a wide, loose run to 45 the stock just sliced below its 50-day, and today's gap only gets it back to that line, still under a falling 10 and 20-day with overhead supply from 35 to 45, so it is a repair job rather than a buy out of a sound base.
REAL_EP|UMC|2026-05-06|REAL_EP||plain|F|bad|bad|bad|bad|T|F|Strong uptrend at new highs, but it has already run about 70% in a few weeks and is gapping far above its moving averages, so this is a chase of an extended move rather than a gap out of a tight base.|The weekly breakout to new highs is strong, but the stock has already gone nearly vertical from about 9 to 14 in a few weeks, and gapping to about 15.3 on top of that is chasing a stretched move nearly 50% above the 50-day rather than buying out of a base.|The weekly breakout to multi-year highs is strong, but the stock has already run from about 8.5 to 14 in a few weeks with no base, and gapping another ~8% far above the 10- and 20-day is chasing an extended move.
REAL_EP|UMC|2026-05-06|REAL_EP||books|F|ok|ok|ok|ok|T|F|The weekly chart shows a real breakout from a multi-year 6–9 range, with the moving averages stacked and turning up, but the gap lands after a roughly 70% run in six weeks. That leaves it about 45% above the 50-day off only a short three-week flag, so it is extended and failure-prone.|A genuine multi-year breakout with strong volume and rising averages, but it has already run about 70% off the 50-day in six weeks, so gapping another ~10% leaves it very extended and prone to a shakeout.|The multi-year range breakout with stacked, rising averages and heavy volume is strong, but it ran straight up off an $8 low, so gapping to about $15 buys it very extended above the 10- and 20-day lines.
REAL_EP|FLY|2026-03-12|REAL_EP||plain|F|bad|bad|bad|bad|T|F|This is a recent IPO-style chart that has bled from 70 to 20, with the one bounce to 34 already failed; the gap only gets it back to a flat 50-day around 24, so it's a pop into overhead supply, not a breakout from a sound base.|This is a recent IPO-style issue that has bled from 70 to 20 and just failed back below its moving averages, so the gap only lifts it into a flat 50-day right under the 30-34 overhead supply, not out of any sound base.|Recent IPO-style chart that bled from 70 to the teens, and after a failed bounce to 33 it has rolled back under a flat 50-day; the gap to about 24 only gets it back to that overhead moving average, not out of a sound base.
REAL_EP|FLY|2026-03-12|REAL_EP||books|F|bad|bad|bad|bad|T|F|Broken recent IPO that has bled from 70 to 20, failed its only bounce and sits below a flat 50-day. The gap to about 24 just runs into the 50-day and overhead supply from the last breakdown, with no base or leadership behind it.|This is a broken recent IPO that has bled from about 70 to 20, and the gap only takes it back to about 24, right into the flat, overhead 50-day and the October breakdown area, so there is no base or leadership structure to buy out of.|This is a broken recent IPO that has bled from about 70 to 20, failed its only rally back under the 50-day, and has no 200-day or proper base; the gap to about 24 just lands it into overhead supply at a flat, rolling 50-day.
REAL_EP|BE|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|A huge prior run-up and a strong weekly uptrend, but the gap only lifts it back to around the falling 20-day and flat 50-day into a wide, sloppy topping range with overhead supply up to 160-180, so it's tradeable with the chop as a clear reservation.|A huge prior run-up, now in a wide, sloppy topping range with a recent breakdown below the 50-day; the gap back to about 150 reclaims the moving averages, but it lands right into heavy overhead supply from the choppy 150-165 range.|Huge prior leader with a strong uptrend, but it's gapping only back into a loose, sloppy topping range after breaking below the 50-day, so the gap lands right into overhead supply rather than out of a tight base.
REAL_EP|BE|2026-04-08|REAL_EP||books|F|bad|bad|bad|bad|T|F|After a nine-fold run, the stock is chopping wide and loose in the 140–180 range and just broke its 50-day, so this gap only takes it back to that average and straight into overhead supply, a late-stage, sloppy structure rather than a clean base.|After an eightfold run it has gone wide and loose in a choppy 140–180 range and just broke the 50-day, so this gap only gets it back to the 50-day and 20-day in the middle of heavy overhead supply, a late-stage structure rather than a fresh base.|This is a late-stage stock up about 9x that has gone wide and loose for three months and just broke its 50-day; the gap only gets it back to that average, right under a thick band of overhead supply from 155 to 180.
REAL_EP|USAR|2026-04-08|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The gap is small and still lands under the declining 20 and 50-day and the 200-day, in a stock that has faded after two blow-off spikes, so this is a bounce inside a downtrend, not a pivot out of a base.|A tiny gap to about 16 from a stock bleeding below its 50 and 200-day after two failed blow-off spikes, with overhead supply everywhere and no base, is not a buy.|The gap only lifts it from about 15 to 16, which still leaves it below the falling 10, 20 and 50-day lines and the 200-day, in a chart that has blown off twice and bled back each time with nothing built underneath.
REAL_EP|USAR|2026-04-08|REAL_EP||books|F|bad|bad|bad|bad|T|F|Two blow-off spikes that fully round-tripped, price now below the declining 10/20/50-day and sitting under the 200-day, so the gap to about 16 only lands it back at the underside of broken averages that are now overhead supply rather than out of any real base.|The stock has been in a downtrend since the second climax spike faded. It sits below the falling 10, 20 and 50-day and under the 200-day, and the gap only takes it to about 16, back into the middle of broken support and still below all the overhead averages, so there's no sound base to buy from.|Two blow-off spikes that both round-tripped, and the price is now below the falling 10/20/50-day with the 50 rolling over. The gap only lifts it to about 16, still under the 200-day and the declining averages, into heavy overhead supply, so there's no sound base to buy out of.
REAL_EP|QCOM|2026-04-24|REAL_EP||plain|F|bad|bad|bad|bad|T|F|Stock is in a clear downtrend below a falling 50 and 200-day, and the gap to ~146 just runs it into overhead supply from the prior breakdown gap rather than out of a sound base.|Broken downtrend with price below a falling 50 and 200-day, and the gap only takes it back up into overhead supply around 145-150 left by the prior breakdown, so this is a bounce inside a downtrend, not a gap out of a sound base.|This is a gap into a downtrend: price has fallen from 180 to 125 and sits well below a declining 50-day and 200-day, and the gap to about 146 runs straight into the prior breakdown gap and overhead supply, so it's a bounce, not a base breakout.
REAL_EP|QCOM|2026-04-24|REAL_EP||books|F|bad|bad|bad|bad|T|F|Broken downtrend stock well below a falling 50 and 200-day, with the huge-volume breakdown gap overhead. The gap to about 146 runs straight into that gap-down supply and under the declining 200-day, so it's a repair bounce, not a leader breaking out of a base.|This is a gap into overhead supply, not a leader breaking out: the stock is in a downtrend below a falling 50 and 200-day, the gap to about 146 runs straight into the old breakdown gap and the 50-day, and the weekly shows lower highs under a rolling 40-week.|Stage-4 downtrend: the gap to ~146 only lands it back under a declining 50-day and a rolling-over 200-day, into heavy overhead supply from the breakdown, with a huge-volume distribution day still fresh — a bounce into resistance, not a leader breaking out of a base.
REAL_EP|QBTS|2026-04-08|REAL_EP||plain|F|bad|bad|bad|bad|T|F|Small gap barely reclaiming the falling 10-day in a steady downtrend below all declining moving averages and the 200-day, after a blow-off top that has since given back most of its gains, so it's a bounce in a broken chart, not a pivot.|Small gap into a clear downtrend, with price below every declining moving average and well under the 200-day; this is a bounce in a broken post-blowoff stock, not a pivot out of a base.|A small gap to about 15.3 in a stock that's been bleeding from 46, sitting well under a declining 10, 20 and 50-day and now below the 200-day, with weekly lower highs; this is a bounce in a downtrend, not an episodic pivot out of a base.
REAL_EP|QBTS|2026-04-08|REAL_EP||books|F|garbage|garbage|garbage|garbage|T|T|Broken former leader in a full downtrend. It has round-tripped from 46 to 14, sits below every falling moving average including a rolling-over 200-day, and the gap to about 15 only lands it back under the 10 and 20-day, straight into overhead supply.|A broken former leader in a clear stage-4 downtrend, with price below every falling average and a round trip from 46 to 14, and the 'gap up' only takes it back to about 15, still deep under the 10/20/50/200 — nothing here to buy.|A broken former leader in a full downtrend, trading under every falling average including a rolling 200-day, and the gap to about 15.3 only takes it back into overhead supply after a round-trip from 46.
REAL_EP|AMD|2026-04-24|REAL_EP||plain|F|bad|bad|bad|bad|T|F|The structure is strong and at new highs, but it has already run about 50% off the 200 base in a month, so gapping another 10% puts it roughly 25% above the 10-day and makes this a chase into a vertical move rather than a gap out of a tight base.|The trend is strong and it already broke out to new highs, but after a near-vertical run from about 200 to 305 in a few weeks, this gap to about 337 is a late, over-extended chase roughly 50% above the 50-day, not a gap out of a base.|The stock has already run about 50% straight up off the 200 base in a few weeks, and this gap puts it roughly 20%+ above the 10-day, so it looks more like a climactic chase than a pivot out of a tight base.
REAL_EP|AMD|2026-04-24|REAL_EP||books|F|bad|bad|bad|bad|T|F|It has already run about 50% straight up off the 200-day in a month on unimpressive volume, and now gaps another 10% far above every moving average. That is a late, climactic chase with no base underneath, not a sound episodic pivot entry.|The weekly base breakout to new highs is real, but the stock has already run about 50% nearly straight up in a few weeks on unremarkable volume, and gapping another 10% sits it far above every average with no tight base underneath — too extended to buy here.|It's breaking out of a long base to new highs, but it has already run about 50% in a month straight off the 200-day on unremarkable volume, and now gaps another 10%+ far above its 10-day, which is a stretched, climax-risk entry rather than a gap from a tight base.
REAL_EP|HUT|2026-04-08|REAL_EP||plain|F|ok|ok|ok|ok|T|F|Big-picture uptrend is strong and the gap reclaims the rolling-over 50-day, but the months-long base is loose and choppy and the open lands right into overhead supply at 58-65.|The weekly uptrend is strong and the gap reclaims the 50-day, but it lands mid-range in a loose, choppy base with overhead supply from 58 up to the 66 high.|Strong multi-month uptrend well above the rising 200-day, and the gap to ~57 reclaims the 50-day out of a choppy 3-month consolidation, but it lands right into the overhead supply of that sloppy, wide-ranging top below the 60–65 highs, so it's not a clean base breakout.
REAL_EP|HUT|2026-04-08|REAL_EP||books|F|ok|ok|bad|ok|F|F|A big leader that is still above a rising 40-week, and the gap reclaims the 50-day after an undercut-and-rally, but the four-month base is wide and loose with lower highs, and the gap opens right into the 57–65 supply.|A strong multi-month leader is gapping back over a flattening 50-day out of a wide, loose three-month correction, but there is overhead supply from 57 up to the 65 high, so it is tradeable only with a tight leash.|After a big run the stock has turned wide and loose with lower highs under a flattening 50-day, and this gap opens straight into the 57–65 supply zone rather than out of a tight base.
